market_id,question,a_score,b_score,a_confidence,b_confidence,revision_flag,recommendation,decision,bet_direction,entry_price,resolved_yes,pnl,weighted_score,estimated_edge,evaluation_date,end_date
552115,Israel strike on Iran on June 20?,8,9,medium,medium,DIRECTIONAL_CONFLICT,GO_EVALUATE,SKIP,null,0.974,True,,,,2025-06-19T00:00:00+00:00,2025-06-20T00:00:00+00:00
541656,Will the Surinamese Labour Party win the most seats in the 2025 Suriname election?,4,1,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-05-24T12:00:00+00:00,2025-05-25T12:00:00+00:00
593053,Will Microsoft have the best AI model on October 31?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-10-30T00:00:00+00:00,2025-10-31T00:00:00+00:00
525929,Will Microsoft be the largest company in the world by market cap on March 31?,4,1,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-03-30T12:00:00+00:00,2025-03-31T12:00:00+00:00
517223,Will ECB make no change in interest rates in January 2025?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.034,False,,,,2025-01-29T12:00:00+00:00,2025-01-30T12:00:00+00:00
514056,"Will ""Moana 2"" have a Tomatometer score of 90 or more?",4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2024-12-01T12:00:00+00:00,2024-12-02T12:00:00+00:00
520575,"Will ""Captain America: Brave New World"" Rotten Tomatoes score be between 50 and 60?",3,9,medium,medium,PUBLIC_INFO_ADJUSTED,SKIP,SKIP,null,0.87,True,,,,2025-02-16T12:00:00+00:00,2025-02-17T12:00:00+00:00
513660,Will Apple be the largest company in the world by market cap on December 31?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.995,True,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
657188,Will NVIDIA reach $288 in November?,6,1,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0015,False,,,,2025-11-30T04:59:59.999000+00:00,2025-12-01T04:59:59.999000+00:00
582803,2025 September third hottest on record?,2,8,high,medium,PUBLIC_INFO_ADJUSTED,SKIP,SKIP,null,0.675,False,,,,2025-09-29T00:00:00+00:00,2025-09-30T00:00:00+00:00
593048,Will Anthropic have the best AI model on October 31?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.002,False,,,,2025-10-30T00:00:00+00:00,2025-10-31T00:00:00+00:00
573543,GPT-5 scores above 40% on Humanity’s Last Exam?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0205,False,,,,2025-10-30T00:00:00+00:00,2025-10-31T00:00:00+00:00
898677,Will Russia capture Siversk by December 22?,6,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.9915,True,,,,2025-12-21T00:00:00+00:00,2025-12-22T00:00:00+00:00
504520,Will Israel invade Lebanon by Friday?,7,6,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0115,False,,,,2024-08-08T12:00:00+00:00,2024-08-09T12:00:00+00:00
543275,Will María Galindo win the 2025 Bolivia presidential election?,5,1,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-10-18T00:00:00+00:00,2025-10-19T00:00:00+00:00
535935,Will egg prices be less than $4.75 in April?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0335,False,,,,2025-05-12T12:00:00+00:00,2025-05-13T12:00:00+00:00
514184,Will Henry Cucalón win the 2025 Ecuadorian Presidential Election?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-04-12T12:00:00+00:00,2025-04-13T12:00:00+00:00
559035,Will Suez Canal traffic recover to pre-Houthi levels before September?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0035,False,,,,2025-08-30T00:00:00+00:00,2025-08-31T00:00:00+00:00
500997,$DJT market cap less than $1b on April 30?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0025,False,,,,2024-04-29T12:00:00+00:00,2024-04-30T12:00:00+00:00
550766,Trump x Elon talk by Friday?,4,8,medium,medium,NONE,GO_EVALUATE,GO,YES,0.24,True,0.76,6.4,5.6,2025-06-12T00:00:00+00:00,2025-06-13T00:00:00+00:00
516969,Will Microsoft have the top AI model on December 31?,5,1,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-12-30T12:00:00+00:00,2025-12-31T12:00:00+00:00
520211,"Will James Mangold win Best Director at the 2025 Oscars for ""A Complete Unknown""?",5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0075,False,,,,2025-03-01T12:00:00+00:00,2025-03-02T12:00:00+00:00
522220,Will the U.S. abandon Syrian base before August?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0045,False,,,,2025-07-30T12:00:00+00:00,2025-07-31T12:00:00+00:00
666872,Will any Google Gemini 3 model score at least 1500 on LMArena by December 31?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0135,False,,,,2025-12-30T00:00:00+00:00,2025-12-31T00:00:00+00:00
706280,Israel strike on the West Bank by December 31?,4,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0155,False,,,,2025-12-30T00:00:00+00:00,2025-12-31T00:00:00+00:00
657464,Will Russia capture Novopavlivka by November 30?,6,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.987,True,,,,2025-11-29T00:00:00+00:00,2025-11-30T00:00:00+00:00
543143,Will Elon tweet 125–149 times May 9–16?,5,1,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-05-15T12:00:00+00:00,2025-05-16T12:00:00+00:00
790889,Will Baluta flip Ciucu for Bucharest Mayor by Saturday?,5,8,medium,medium,NONE,GO_EVALUATE,GO,NO,0.215,True,-0.785,6.8,7.2,2025-12-04T00:00:00+00:00,2025-12-05T00:00:00+00:00
595347,Ripple Labs IPO in 2025?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-12-30T00:00:00+00:00,2025-12-31T00:00:00+00:00
557952,Will Meta have the top AI model on August 31?,6,1,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0025,False,,,,2025-07-30T00:00:00+00:00,2025-07-31T00:00:00+00:00
535645,Will the 10-year Treasury yield hit 6.0% in 2025?,5,3,medium,low,NONE,GO_EVALUATE,SKIP,null,0.001,False,,,,2025-12-30T12:00:00+00:00,2025-12-31T12:00:00+00:00
533854,Intel x TSMC joint venture announced before July?,7,2,medium,low,PRE_SIGNAL,WATCH,SKIP,null,0.0045,False,,,,2025-06-29T12:00:00+00:00,2025-06-30T12:00:00+00:00
541404,Will Kim Kyong-soo win 2nd place in the South Korean presidential election?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-06-02T12:00:00+00:00,2025-06-03T12:00:00+00:00
569249,Will the US add between 50k and 100k jobs in August?,3,6,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.485,False,,,,2025-09-04T00:00:00+00:00,2025-09-05T00:00:00+00:00
519441,"Will ""Emilia Pérez"" win Best Picture at the 2025 Oscars?",4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0045,False,,,,2025-03-01T12:00:00+00:00,2025-03-02T12:00:00+00:00
551044,"Will ""How to Train Your Dragon"" Opening Weekend Box Office be more than  $99m?",4,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0035,False,,,,2025-06-15T00:00:00+00:00,2025-06-16T00:00:00+00:00
567501,Will the ECB announce no change at the September meeting?,5,3,medium,low,NONE,GO_EVALUATE,SKIP,null,0.9755,True,,,,2025-09-10T00:00:00+00:00,2025-09-11T00:00:00+00:00
593010,Will Moonshot have the top AI model on October 31?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0015,False,,,,2025-10-30T00:00:00+00:00,2025-10-31T00:00:00+00:00
507264,Will 'Transformers One' gross less than $35m opening weekend?,4,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.9945,True,,,,2024-09-22T12:00:00+00:00,2024-09-23T12:00:00+00:00
557946,Will Apple be the largest company in the world by market cap on August 31?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-08-30T00:00:00+00:00,2025-08-31T00:00:00+00:00
666800,Will “Death by Lightning” be the top global Netflix show this week? (November 11 2025),4,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0355,False,,,,2025-11-10T00:00:00+00:00,2025-11-11T00:00:00+00:00
620222,Will 'Eldest Daughter' be the least streamed song on The Life of a Showgirl on Oct 10th?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.004,False,,,,2025-10-09T00:00:00+00:00,2025-10-10T00:00:00+00:00
530388,Will 'Minecraft' gross less than 46m on opening weekend?,4,1,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-04-06T12:00:00+00:00,2025-04-07T12:00:00+00:00
539260,Will Sung Jinwoo win Crunchyroll's Best Main Character Award for 2025?,3,8,medium,medium,PUBLIC_INFO_ADJUSTED,SKIP,SKIP,null,0.435,True,,,,2025-05-24T12:00:00+00:00,2025-05-25T12:00:00+00:00
516728,Will 5 Fed rate cuts happen in 2025?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-12-09T12:00:00+00:00,2025-12-10T12:00:00+00:00
540680,Will the Euroatlantic Coalition win the most seats in the next Albanian election?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0015,False,,,,2025-05-10T12:00:00+00:00,2025-05-11T12:00:00+00:00
574329,Will Quiroga and Rodríguez advance to the Bolivian presidential runoff?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.05,False,,,,2025-08-16T00:00:00+00:00,2025-08-17T00:00:00+00:00
543228,Will Abakar Ahamat win the Cameroon Presidential Election?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-10-04T12:00:00+00:00,2025-10-05T12:00:00+00:00
516977,OpenAI announces it has achieved AGI before July?,8,2,medium,low,PRE_SIGNAL,WATCH,SKIP,null,0.0095,False,,,,2025-06-29T12:00:00+00:00,2025-06-30T12:00:00+00:00
516947,Maduro out in 2025?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0055,False,,,,2025-12-30T12:00:00+00:00,2025-12-31T12:00:00+00:00
500753,Will Cori Bush win the MO-1 Democratic House Primary?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.185,False,,,,2024-08-05T12:00:00+00:00,2024-08-06T12:00:00+00:00
581874,Will Apple be the second largest company in the world by market cap on September 30?,4,6,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.4855,False,,,,2025-09-29T00:00:00+00:00,2025-09-30T00:00:00+00:00
552116,Will the Kharg Island oil terminal be hit in June?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0125,False,,,,2025-06-29T00:00:00+00:00,2025-06-30T00:00:00+00:00
822860,Will OpenAI release a new frontier model by December 13?,7,8,medium,medium,DIRECTIONAL_CONFLICT,GO_EVALUATE,GO,YES,0.9145,True,0.0855,7.6,7.55,2025-12-12T00:00:00+00:00,2025-12-13T00:00:00+00:00
515202,Is Luigi Mangione YouTube channel real?,2,2,high,low,NONE,GO_EVALUATE,SKIP,null,0.0025,False,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
654656,Will Israel strike Lebanon on November 5?,7,9,medium,medium,DIRECTIONAL_CONFLICT,GO_EVALUATE,GO,YES,0.84,True,0.16,8.2,12.8,2025-11-04T00:00:00+00:00,2025-11-05T00:00:00+00:00
520214,U.S. anti-cartel ground operation in Mexico before May?,6,3,medium,low,NONE,GO_EVALUATE,SKIP,null,0.01,False,,,,2025-04-29T12:00:00+00:00,2025-04-30T12:00:00+00:00
569207,U.S. forces in Gaza in 2025?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0045,False,,,,2025-12-30T00:00:00+00:00,2025-12-31T00:00:00+00:00
663131,Will Google (GOOGL) finish week of November 10 above $250?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.9985,True,,,,2025-11-13T21:00:00+00:00,2025-11-14T21:00:00+00:00
515806,Will Heidi Reichinnek be the next Chancellor of Germany?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-02-22T12:00:00+00:00,2025-02-23T12:00:00+00:00
551053,"Will ""Materialists"" Opening Weekend Box Office be more than $16m?",4,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0015,False,,,,2025-06-15T00:00:00+00:00,2025-06-16T00:00:00+00:00
634905,Will Sora be the #1 Free App in the US Apple App Store on October 20?,4,8,medium,medium,NONE,GO_EVALUATE,GO,YES,0.855,True,0.145,6.4,5.6,2025-10-16T00:00:00+00:00,2025-10-17T00:00:00+00:00
515257,Will 'Mufasa: The Lion King' gross between $52-58m on 3-day opening weekend?,4,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.003,False,,,,2024-12-22T12:00:00+00:00,2024-12-23T12:00:00+00:00
654644,Will Israel strike Gaza on November 2?,7,9,medium,medium,DIRECTIONAL_CONFLICT,GO_EVALUATE,SKIP,null,0.9995,True,,,,2025-11-06T00:00:00+00:00,2025-11-07T00:00:00+00:00
626792,"Will ""Soul on Fire"" Opening Weekend Box Office be between 3.5m and 4m?",4,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0065,False,,,,2025-10-12T12:00:00+00:00,2025-10-13T12:00:00+00:00
662236,Hwang Kyo-ahn in jail by November 30?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.002,False,,,,2025-11-29T00:00:00+00:00,2025-11-30T00:00:00+00:00
546077,Will Lee Jae-myung win by between 20-23%?,6,6,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.027,False,,,,2025-06-02T12:00:00+00:00,2025-06-03T12:00:00+00:00
546264,Will Stelian Bujduveanu be the next Mayor of Bucharest?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-12-06T00:00:00+00:00,2025-12-07T00:00:00+00:00
514548,Daniel Penny found guilty?,6,8,medium,medium,NONE,GO_EVALUATE,GO,NO,0.385,False,0.385,7.2,8.8,2024-12-05T12:00:00+00:00,2024-12-06T12:00:00+00:00
501535,Will May 2024 show an increase between 1.24°C-1.30°C,1,2,high,low,NONE,GO_EVALUATE,SKIP,null,0.375,False,,,,2024-05-31T12:00:00+00:00,2024-06-01T12:00:00+00:00
682122,"Will ""The Running Man"" Opening Weekend Box Office be less than 15m?",4,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.022,False,,,,2025-11-16T12:00:00+00:00,2025-11-17T12:00:00+00:00
523196,Will egg prices be more than $6.00 in March?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.048,True,,,,2025-04-09T12:00:00+00:00,2025-04-10T12:00:00+00:00
533250,Will the Conservative Party win the most seats in Prince Edward Island in the next Canadian Election?,3,7,medium,medium,PUBLIC_INFO_ADJUSTED,SKIP,SKIP,null,0.0785,False,,,,2025-04-27T12:00:00+00:00,2025-04-28T12:00:00+00:00
506414,Will the debate have 75 million or more viewers?,3,7,medium,medium,PUBLIC_INFO_ADJUSTED,SKIP,SKIP,null,0.465,False,,,,2024-09-09T12:00:00+00:00,2024-09-10T12:00:00+00:00
564301,Will The Diplomat win the Emmy for Outstanding Drama Series?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.003,False,,,,2025-09-13T00:00:00+00:00,2025-09-14T00:00:00+00:00
511644,Will Elon tweet 400-424 times November 1-8?,5,9,medium,medium,NONE,GO_EVALUATE,GO,YES,0.09,False,-0.09,7.4,9.6,2024-11-07T12:00:00+00:00,2024-11-08T12:00:00+00:00
519669,"Will ""Dog Man"" Opening Weekend Box Office be between $25-30m?",4,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0025,False,,,,2025-02-02T12:00:00+00:00,2025-02-03T12:00:00+00:00
525173,Is the @SBF_DOGE account on X real?,2,3,high,low,NONE,GO_EVALUATE,SKIP,null,0.001,False,,,,2025-02-27T12:00:00+00:00,2025-02-28T12:00:00+00:00
631219,Will Alphabet be the largest company in the world by market cap on November 30?,5,6,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-11-29T00:00:00+00:00,2025-11-30T00:00:00+00:00
617266,Will Mark Zuckerberg be richest person on October 31?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-10-30T00:00:00+00:00,2025-10-31T00:00:00+00:00
552648,Israel x Iran ceasefire by Friday? ,4,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.007,False,,,,2025-06-19T23:55:00+00:00,2025-06-20T23:55:00+00:00
655025,Will Death Stranding 2: On The Beach win Game of the Year at the 2025 Game Awards?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.018,False,,,,2025-12-10T00:00:00+00:00,2025-12-11T00:00:00+00:00
614615,Will Tesla (TSLA) beat quarterly earnings?,7,2,medium,low,PRE_SIGNAL,WATCH,SKIP,null,0.775,False,,,,2025-10-21T00:00:00+00:00,2025-10-22T00:00:00+00:00
529307,Will the Bloc Québécois win the third most seats in the next Canadian Election?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.955,True,,,,2025-04-27T12:00:00+00:00,2025-04-28T12:00:00+00:00
516972,Will Moonshot have the top AI model on December 31?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-12-30T12:00:00+00:00,2025-12-31T12:00:00+00:00
524063,"Will ""Anora"" win the most Oscars in the 2025 Academy Awards?",4,3,medium,low,NONE,GO_EVALUATE,SKIP,null,0.5,True,,,,2025-03-01T12:00:00+00:00,2025-03-02T12:00:00+00:00
530394,Giza Pyramid underground structures confirmed generators?,2,2,high,low,NONE,GO_EVALUATE,SKIP,null,0.0015,False,,,,2025-12-30T12:00:00+00:00,2025-12-31T12:00:00+00:00
705643,Will ChatGPT be #1 Free App in the US Apple App Store on December 5?,4,7,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.9655,False,,,,2025-12-04T00:00:00+00:00,2025-12-05T00:00:00+00:00
541508,Will another candidate win the most votes in the first round of the Polish Presidential election?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0015,False,,,,2025-05-17T12:00:00+00:00,2025-05-18T12:00:00+00:00
701339,Will the next US x Venezuela military engagement occur on December 27?,4,1,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0025,False,,,,2025-12-30T00:00:00+00:00,2025-12-31T00:00:00+00:00
521493,Will Elon tweet 625-649 times Jan 31 - Feb 7?,3,6,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.2675,False,,,,2025-02-06T12:00:00+00:00,2025-02-07T12:00:00+00:00
539788,Russia x Ukraine ceasefire before June?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.003,False,,,,2025-05-30T12:00:00+00:00,2025-05-31T12:00:00+00:00
573564,Russia x Ukraine ceasefire by August 31?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0025,False,,,,2025-08-30T00:00:00+00:00,2025-08-31T00:00:00+00:00
588008,Choo Kyung-ho in jail by October 31?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0055,False,,,,2025-10-30T00:00:00+00:00,2025-10-31T00:00:00+00:00
657352,Will Russia capture Myrnohrad by November 15?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0085,True,,,,2025-11-14T23:55:00+00:00,2025-11-15T23:55:00+00:00
627582,Will Coca-Cola (KO) beat quarterly earnings?,7,6,medium,medium,NONE,GO_EVALUATE,GO,NO,0.865,True,-0.135,6.4,5.6,2025-10-20T13:00:00+00:00,2025-10-21T13:00:00+00:00
545037,Will Peter Mutharika win the 2025 Malawi presidential election?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.895,True,,,,2025-09-15T12:00:00+00:00,2025-09-16T12:00:00+00:00
799386,Will Anicet-Georges Dologuélé win the 2025 Central African Republic presidential election?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.007,False,,,,2025-12-27T00:00:00+00:00,2025-12-28T00:00:00+00:00
666456,Will Unidad por Chile hold the most seats in the Chamber of Deputies?,4,5,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.775,True,,,,2025-11-15T00:00:00+00:00,2025-11-16T00:00:00+00:00
561607,Will Grok be the next CEO of X?,7,2,medium,low,PRE_SIGNAL,WATCH,SKIP,null,0.0005,False,,,,2025-12-30T00:00:00+00:00,2025-12-31T00:00:00+00:00
631218,Will Apple be the largest company in the world by market cap on November 30?,6,6,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-11-29T00:00:00+00:00,2025-11-30T00:00:00+00:00
593944,Will Warren Buffett be richest person on December 31?,3,1,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-12-30T00:00:00+00:00,2025-12-31T00:00:00+00:00
521483,Will egg prices be between $5.75 and $6.00 in February?,4,8,medium,medium,NONE,GO_EVALUATE,GO,NO,0.6295,True,-0.3705,6.4,5.6,2025-03-11T12:00:00+00:00,2025-03-12T12:00:00+00:00
516964,Will Meta have the top AI model on December 31?,5,1,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-12-30T12:00:00+00:00,2025-12-31T12:00:00+00:00
657177,Will Tesla reach $518 in November?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0035,False,,,,2025-11-30T04:59:59.999000+00:00,2025-12-01T04:59:59.999000+00:00
522168,Will Trump visit Gaza in first 100 days?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0035,False,,,,2025-04-28T12:00:00+00:00,2025-04-29T12:00:00+00:00
563719,Will Jorge “Tuto” Quiroga win the most votes in the first round of the 2025 Bolivia presidential election?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.66,False,,,,2025-08-16T00:00:00+00:00,2025-08-17T00:00:00+00:00
948844,Fact Check: Did Ilhan Omar marry her brother?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.007,False,,,,2025-12-30T00:00:00+00:00,2025-12-31T00:00:00+00:00
522635,Will Elon Musk buy OpenAI before May?,8,3,medium,low,PRE_SIGNAL,WATCH,SKIP,null,0.003,False,,,,2025-04-29T12:00:00+00:00,2025-04-30T12:00:00+00:00
253986,Will 'Dune: Part Two' gross under $70m opening weekend?,4,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.053,False,,,,2024-02-29T00:00:00+00:00,2024-03-01T00:00:00+00:00
509960,Will Trump sell shares of DJT before the election?,6,3,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0225,False,,,,2024-11-03T12:00:00+00:00,2024-11-04T12:00:00+00:00
563731,Will any candidate win outright in 1st round of Bolivia Election?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.035,False,,,,2025-08-16T00:00:00+00:00,2025-08-17T00:00:00+00:00
580926,Will Petr Fiala be the next Prime Minister of the Czech Republic after the elections?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.041,False,,,,2025-10-02T00:00:00+00:00,2025-10-03T00:00:00+00:00
537594,Will Albania be the Jury Winner in the Eurovision 2025 Grand Final?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0025,False,,,,2025-05-16T12:00:00+00:00,2025-05-17T12:00:00+00:00
517021,Will Lilo & Stitch be the top grossing movie of 2025?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-12-30T12:00:00+00:00,2025-12-31T12:00:00+00:00
563692,Will monthly inflation increase by 0.2% in July?,2,8,high,medium,PUBLIC_INFO_ADJUSTED,SKIP,SKIP,null,0.29,True,,,,2025-08-14T00:00:00+00:00,2025-08-15T00:00:00+00:00
566211,"U.S. agrees to a new trade deal with ""European Union""?",5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0025,False,,,,2025-12-30T23:55:00+00:00,2025-12-31T23:55:00+00:00
538331,Will Gold close between $3200 and $3300 at the end of 2025?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.001,False,,,,2025-12-30T12:00:00+00:00,2025-12-31T12:00:00+00:00
564303,Will Paradise win the Emmy for Outstanding Drama Series?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.003,False,,,,2025-09-13T00:00:00+00:00,2025-09-14T00:00:00+00:00
537137,Will SP win the most seats in the next Norwegian parliamentary election?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0015,False,,,,2025-09-07T12:00:00+00:00,2025-09-08T12:00:00+00:00
687457,Will November 2025 be the 1st hottest on record?,2,2,high,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-12-09T00:00:00+00:00,2025-12-10T00:00:00+00:00
538352,Will RFK Jr. find the cause of Autism before November?,2,2,high,low,NONE,GO_EVALUATE,SKIP,null,0.005,False,,,,2025-10-30T12:00:00+00:00,2025-10-31T12:00:00+00:00
538335,Will Gold close between $3600 and $3700 at the end of 2025?,3,1,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2025-12-30T12:00:00+00:00,2025-12-31T12:00:00+00:00
657191,Will NVIDIA reach $236 in November?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0015,False,,,,2025-11-30T04:59:59.999000+00:00,2025-12-01T04:59:59.999000+00:00
546084,Will another person win the South Korean election?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.035,False,,,,2025-06-02T12:00:00+00:00,2025-06-03T12:00:00+00:00
