market_id,question,a_score,b_score,a_confidence,b_confidence,revision_flag,recommendation,decision,bet_direction,entry_price,resolved_yes,pnl,weighted_score,estimated_edge,evaluation_date,end_date
505416,Will 'Beetlejuice Beetlejuice' gross between $85m and $95m opening weekend?,4,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0275,False,,,,2024-09-08T12:00:00+00:00,2024-09-09T12:00:00+00:00
505168,Will 'Alien: Romulus' gross more than $50m opening weekend?,5,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.01,False,,,,2024-08-18T12:00:00+00:00,2024-08-19T12:00:00+00:00
506704,Will Playboi Carti release new album in 2024?,5,3,medium,low,NONE,GO_EVALUATE,SKIP,null,0.044,False,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
508156,Taylor Swift and Travis Kelce break up in 2024?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0035,False,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
500310,James Norton announced as next James Bond?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0025,False,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
505413,Will 'Beetlejuice Beetlejuice' gross less than $75m opening weekend?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.002,False,,,,2024-09-08T12:00:00+00:00,2024-09-09T12:00:00+00:00
254253,Will 'Inside Out 2' gross most in 2024?,4,3,medium,low,NONE,GO_EVALUATE,SKIP,null,0.9965,True,,,,2024-12-28T00:00:00+00:00,2024-12-29T00:00:00+00:00
253848,"Will ""Barbie"" win the Oscar for Best Picture?",4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0055,False,,,,2024-03-08T00:00:00+00:00,2024-03-09T00:00:00+00:00
511104,Will 'Wicked' gross more than $135m opening weekend?,5,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.023,False,,,,2024-11-24T12:00:00+00:00,2024-11-25T12:00:00+00:00
506756,Will 'Joker: Folie à Deux' gross more than $150m opening weekend?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2024-10-06T12:00:00+00:00,2024-10-07T12:00:00+00:00
508329,Will 'Joker: Folie à Deux' gross less than $48m opening weekend?,4,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.982,True,,,,2024-10-06T12:00:00+00:00,2024-10-07T12:00:00+00:00
507382,Diddy released from custody before October?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.004,False,,,,2024-09-29T12:00:00+00:00,2024-09-30T12:00:00+00:00
506929,Caroline Ellison sentenced to 60 or more months in prison?,7,2,medium,low,PRE_SIGNAL,WATCH,SKIP,null,0.0495,False,,,,2024-09-23T12:00:00+00:00,2024-09-24T12:00:00+00:00
254091,Will America ban Zyn in 2024?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.004,False,,,,2024-12-30T00:00:00+00:00,2024-12-31T00:00:00+00:00
506923,Caroline Ellison not sentenced to prison?,7,3,medium,low,PRE_SIGNAL,WATCH,SKIP,null,0.475,False,,,,2024-09-23T12:00:00+00:00,2024-09-24T12:00:00+00:00
512856,Will Gladiator II gross more than $75m on opening weekend?,4,6,medium,low,NONE,GO_EVALUATE,SKIP,null,0.155,False,,,,2024-11-21T12:00:00+00:00,2024-11-22T12:00:00+00:00
501842,"Will Trump say ""mog"" in 2024?",2,2,high,low,NONE,GO_EVALUATE,SKIP,null,0.004,False,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
507430,"Will Trump say ""skibidi"" before the election?",2,2,high,low,NONE,GO_EVALUATE,SKIP,null,0.0255,False,,,,2024-11-03T12:00:00+00:00,2024-11-04T12:00:00+00:00
506275,Will Kamala go on Lex Fridman podcast?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0325,False,,,,2024-11-01T12:00:00+00:00,2024-11-02T12:00:00+00:00
505005,Elon x Kamala Harris interview in August?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0015,False,,,,2024-08-30T12:00:00+00:00,2024-08-31T12:00:00+00:00
510380,Will 'Venom: The Last Dance' gross less than $45m opening weekend?,4,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0105,False,,,,2024-10-27T12:00:00+00:00,2024-10-28T12:00:00+00:00
254426,Taylor Swift engaged in 2024?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0135,False,,,,2024-12-30T00:00:00+00:00,2024-12-31T00:00:00+00:00
511101,Will 'Wicked' gross between $105-115m opening weekend?,4,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.6865,True,,,,2024-11-24T12:00:00+00:00,2024-11-25T12:00:00+00:00
501459,Will 'Kingdom of the Planet of the Apes' gross between $46m and $51m on its opening weekend?,4,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0055,False,,,,2024-05-12T12:00:00+00:00,2024-05-13T12:00:00+00:00
508330,Will 'Joker: Folie à Deux' gross between $48-54m opening weekend?,5,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0145,False,,,,2024-10-06T12:00:00+00:00,2024-10-07T12:00:00+00:00
504398,Musk x Maduro fight scheduled by Aug 9?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0025,False,,,,2024-08-08T12:00:00+00:00,2024-08-09T12:00:00+00:00
511106,Lunchly recall in 2024?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.008,False,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
503289,Karine Jean-Pierre out as Press Secretary by July 31?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.011,False,,,,2024-07-30T12:00:00+00:00,2024-07-31T12:00:00+00:00
511659,Will Elon tweet 600 or more times November 1-8?,5,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0015,False,,,,2024-11-07T12:00:00+00:00,2024-11-08T12:00:00+00:00
506925,Caroline Ellison sentenced to 12-23 months in prison?,7,2,medium,low,PRE_SIGNAL,WATCH,SKIP,null,0.175,False,,,,2024-09-23T12:00:00+00:00,2024-09-24T12:00:00+00:00
514169,"Will $HAWK FDV be $20,000,000-$30,000,000 one day after launch?",5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.14,False,,,,2024-12-04T12:00:00+00:00,2024-12-05T12:00:00+00:00
502089,Roaring Kitty jail in 2024?,5,1,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0025,False,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
507702,Diddy sex tape released before November?  ,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.014,False,,,,2024-10-30T12:00:00+00:00,2024-10-31T12:00:00+00:00
516065,Will Sabrina Carpenter be named the Billboard Greatest artist of 2024?,3,3,medium,low,NONE,GO_EVALUATE,SKIP,null,0.73,False,,,,2024-12-22T12:00:00+00:00,2024-12-23T12:00:00+00:00
253989,Will 'Dune: Part Two' gross between $90m-100m opening weekend?,5,8,medium,medium,NONE,GO_EVALUATE,GO,NO,0.13,False,0.13,6.39,5.56,2024-02-29T00:00:00+00:00,2024-03-01T00:00:00+00:00
512329,Will Elon's daughter move out of the U.S.?,2,2,high,low,NONE,GO_EVALUATE,SKIP,null,0.0045,False,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
253513,TikTok banned in the US by June 30?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0085,False,,,,2024-06-28T00:00:00+00:00,2024-06-29T00:00:00+00:00
504387,Will Kamala Harris go on SNL?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.032,True,,,,2024-11-01T12:00:00+00:00,2024-11-02T12:00:00+00:00
515217,Adin Ross unbanned from Twitch before 2025?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0055,False,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
254250,Will 'Joker 2' gross most in 2024?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2024-12-28T00:00:00+00:00,2024-12-29T00:00:00+00:00
505415,Will 'Beetlejuice Beetlejuice' gross between $75m and $85m opening weekend?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.002,False,,,,2024-09-08T12:00:00+00:00,2024-09-09T12:00:00+00:00
505630,Another Trump x Musk space before October?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.006,False,,,,2024-09-29T12:00:00+00:00,2024-09-30T12:00:00+00:00
254538,Will Israel win Eurovision 2024?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.028,False,,,,2024-05-07T00:00:00+00:00,2024-05-08T00:00:00+00:00
509872,Will Kamala go on Joe Rogan before election?,4,6,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.022,False,,,,2024-11-03T12:00:00+00:00,2024-11-04T12:00:00+00:00
513746,Will 'Black Myth: Wukong' win Game of the Year?,3,8,medium,medium,PUBLIC_INFO_ADJUSTED,SKIP,SKIP,null,0.16,False,,,,2024-12-11T12:00:00+00:00,2024-12-12T12:00:00+00:00
501545,$GME all time high by Friday?,4,7,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0115,False,,,,2024-05-16T12:00:00+00:00,2024-05-17T12:00:00+00:00
253962,Will Paul Giamatti win the Oscar for Best Actor?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.1,False,,,,2024-03-07T00:00:00+00:00,2024-03-08T00:00:00+00:00
518345,Will Elon tweet 300-324 times Jan 10-17?,4,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0055,False,,,,2025-01-16T12:00:00+00:00,2025-01-17T12:00:00+00:00
254545,Will Ireland win Eurovision 2024?,2,2,high,low,NONE,GO_EVALUATE,SKIP,null,0.055,False,,,,2024-05-07T00:00:00+00:00,2024-05-08T00:00:00+00:00
517052,Cybertruck explosion perp arrested by Sunday?,5,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.007,False,,,,2025-01-04T12:00:00+00:00,2025-01-05T12:00:00+00:00
507271,Will Diddy flee the US before October?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0035,False,,,,2024-09-29T12:00:00+00:00,2024-09-30T12:00:00+00:00
514053,"Will ""Moana 2"" have a Tomatometer score of 75-79?",4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2024-12-01T12:00:00+00:00,2024-12-02T12:00:00+00:00
513691,Will MrBeast x Ronaldo video get 125m or more views on day 1?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.039,False,,,,2024-11-29T12:00:00+00:00,2024-11-30T12:00:00+00:00
512855,Will Gladiator II gross between $67-75m on opening weekend?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.22,False,,,,2024-11-21T12:00:00+00:00,2024-11-22T12:00:00+00:00
506752,Will 'Joker: Folie à Deux' gross less than $105m opening weekend?,4,3,medium,low,NONE,GO_EVALUATE,SKIP,null,0.9985,True,,,,2024-10-06T12:00:00+00:00,2024-10-07T12:00:00+00:00
511645,Will Elon tweet 425-449 times November 1-8?,4,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.035,False,,,,2024-11-07T12:00:00+00:00,2024-11-08T12:00:00+00:00
254072,Will Emma Stone win the Oscar for Best Actress?,5,8,medium,medium,NONE,GO_EVALUATE,GO,NO,0.355,True,-0.645,6.39,5.56,2024-03-08T00:00:00+00:00,2024-03-09T00:00:00+00:00
515932,Will 'Conclave' win the Golden Globe for Best Original Score?,4,4,medium,low,NONE,GO_EVALUATE,SKIP,null,0.365,False,,,,2025-01-04T12:00:00+00:00,2025-01-05T12:00:00+00:00
500594,Will David Hoffman defeat Nic Carter?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0175,False,,,,2024-05-29T12:00:00+00:00,2024-05-30T12:00:00+00:00
507748,Will 'The Wild Robot' gross between $24m and $31m opening weekend?,4,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.015,False,,,,2024-09-29T12:00:00+00:00,2024-09-30T12:00:00+00:00
513748,Will 'Final Fantasy 7 Rebirth' win Game of the Year?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.245,False,,,,2024-12-11T12:00:00+00:00,2024-12-12T12:00:00+00:00
515265,Will 'Sonic 3' gross more than $80m on 3-day opening weekend?,4,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.002,False,,,,2024-12-22T12:00:00+00:00,2024-12-23T12:00:00+00:00
515257,Will 'Mufasa: The Lion King' gross between $52-58m on 3-day opening weekend?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.003,False,,,,2024-12-22T12:00:00+00:00,2024-12-23T12:00:00+00:00
515259,Will 'Mufasa: The Lion King' gross between $64-70m on 3-day opening weekend?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2024-12-22T12:00:00+00:00,2024-12-23T12:00:00+00:00
515735,Mystery Drones searching for nuclear weapons?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0045,False,,,,2024-12-29T12:00:00+00:00,2024-12-30T12:00:00+00:00
254410,Will Ether Rock sell for over $600k at Sotheby’s?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.003,False,,,,2024-02-28T00:00:00+00:00,2024-02-29T00:00:00+00:00
514504,Will 'Kraven the Hunter' gross between $16-19m on 3-day opening weekend?,4,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0025,False,,,,2024-12-15T12:00:00+00:00,2024-12-16T12:00:00+00:00
514508,Will 'Kraven the Hunter' gross more than $25m on 3-day opening weekend?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2024-12-15T12:00:00+00:00,2024-12-16T12:00:00+00:00
508975,"KSI's ""Thick Of It"" debuts on Billboard hot 100?",3,3,medium,low,NONE,GO_EVALUATE,SKIP,null,0.9985,True,,,,2024-10-17T12:00:00+00:00,2024-10-18T12:00:00+00:00
514056,"Will ""Moana 2"" have a Tomatometer score of 90 or more?",4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2024-12-01T12:00:00+00:00,2024-12-02T12:00:00+00:00
506768,Cops who arrested Tyreek Hill fired?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0125,False,,,,2024-09-29T12:00:00+00:00,2024-09-30T12:00:00+00:00
515271,Will 'Nickel Boys' be nominated for Oscar for Best Picture?,3,8,medium,medium,PUBLIC_INFO_ADJUSTED,SKIP,SKIP,null,0.495,True,,,,2025-01-22T12:00:00+00:00,2025-01-23T12:00:00+00:00
505124,Grok bans image generation of Trump in August?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0125,False,,,,2024-08-30T12:00:00+00:00,2024-08-31T12:00:00+00:00
513749,Will 'Metaphor: ReFantazio' win Game of the Year?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0595,False,,,,2024-12-11T12:00:00+00:00,2024-12-12T12:00:00+00:00
513752,Diddy released from custody before December?,5,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.002,False,,,,2024-11-29T12:00:00+00:00,2024-11-30T12:00:00+00:00
512931,Will 'Red One' gross more than $27m on opening weekend?,5,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.993,True,,,,2024-11-17T12:00:00+00:00,2024-11-18T12:00:00+00:00
505417,Will 'Beetlejuice Beetlejuice' gross between $95m and $105m opening weekend?,4,9,medium,high,NONE,GO_EVALUATE,GO,YES,0.175,False,-0.175,7.38,9.52,2024-09-08T12:00:00+00:00,2024-09-09T12:00:00+00:00
516098,Will 'Elden Ring' win Labor of Love in the 2024 Steam Awards?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.029,True,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
516100,Will 'Balatro' win Most Innovative Gameplay in the 2024 Steam Awards?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.955,False,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
511103,Will 'Wicked' gross between $125-135m opening weekend?,4,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.063,False,,,,2024-11-24T12:00:00+00:00,2024-11-25T12:00:00+00:00
254536,Will Italy win Eurovision 2024?,2,2,high,low,NONE,GO_EVALUATE,SKIP,null,0.165,False,,,,2024-05-07T00:00:00+00:00,2024-05-08T00:00:00+00:00
517051,Cybertruck explosion perp charged by Wednesday?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0025,False,,,,2025-01-07T12:00:00+00:00,2025-01-08T12:00:00+00:00
506755,Will 'Joker: Folie à Deux' gross between $135-150m opening weekend?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2024-10-06T12:00:00+00:00,2024-10-07T12:00:00+00:00
517997,Will 'Den of Thieves 2: Pantera' opening weekend gross less than $16m?,4,9,medium,medium,NONE,GO_EVALUATE,GO,YES,0.87,True,0.13,6.75,7.0,2025-01-12T12:00:00+00:00,2025-01-13T12:00:00+00:00
515884,Will Angelina Jolie win the Golden Globe for Best Actress in a Movie - Drama?,6,7,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.555,False,,,,2025-01-04T12:00:00+00:00,2025-01-05T12:00:00+00:00
507265,Will 'Transformers One' gross less than $35-42m opening weekend?,4,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0045,False,,,,2024-09-22T12:00:00+00:00,2024-09-23T12:00:00+00:00
255014,Will 'Dune: Part Two' gross between $250m-300m by May 15?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.995,True,,,,2024-05-12T00:00:00+00:00,2024-05-13T00:00:00+00:00
515203,Will Luigi Mangione tweet again by Friday?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0095,False,,,,2024-12-12T12:00:00+00:00,2024-12-13T12:00:00+00:00
500313,Tom Hardy announced as next James Bond?,5,3,medium,low,NONE,GO_EVALUATE,SKIP,null,0.003,False,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
513531,30m Bluesky users in November?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.003,False,,,,2024-11-29T12:00:00+00:00,2024-11-30T12:00:00+00:00
253942,Andrew Tate guilty of human trafficking in 2024?,7,1,medium,low,PRE_SIGNAL,WATCH,SKIP,null,0.003,False,,,,2024-12-29T12:00:00+00:00,2024-12-30T12:00:00+00:00
504437,Trump photographed holding baby in August?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0365,False,,,,2024-08-30T12:00:00+00:00,2024-08-31T12:00:00+00:00
512854,Will Gladiator II gross between $60-67m on opening weekend?,4,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.41,False,,,,2024-11-21T12:00:00+00:00,2024-11-22T12:00:00+00:00
510693,Will Joe Rogan announce he is voting for Trump?,6,8,medium,medium,NONE,GO_EVALUATE,GO,NO,0.105,False,0.105,6.66,6.64,2024-11-03T12:00:00+00:00,2024-11-04T12:00:00+00:00
513751,Will another game win Game of the Year?,3,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0025,False,,,,2024-12-11T12:00:00+00:00,2024-12-12T12:00:00+00:00
516112,Will 'Nosferatu' gross between $25-30m on 5-day opening weekend?,5,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.004,False,,,,2024-12-29T12:00:00+00:00,2024-12-30T12:00:00+00:00
514816,Hailey Welch jail in 2024?,5,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.003,False,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
513714,Will 'Moana 2' gross over $200m on 5-day opening?,5,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.9905,True,,,,2024-12-01T12:00:00+00:00,2024-12-02T12:00:00+00:00
515179,Fact Check: was Luigi Mangione paid?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.017,False,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
509969,Will 'Smile 2' gross more than $27m opening weekend?,5,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.006,False,,,,2024-10-20T12:00:00+00:00,2024-10-21T12:00:00+00:00
512853,Will Gladiator II gross between $53-60m on opening weekend?,4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.205,True,,,,2024-11-21T12:00:00+00:00,2024-11-22T12:00:00+00:00
512930,Will 'Red One' gross between $24-27m on opening weekend?,5,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0045,False,,,,2024-11-17T12:00:00+00:00,2024-11-18T12:00:00+00:00
507752,Will 'The Wild Robot' gross more than $38m opening weekend?,4,9,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0315,False,,,,2024-09-29T12:00:00+00:00,2024-09-30T12:00:00+00:00
510927,Elon Musk arrested in 2024?,6,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.003,False,,,,2024-12-30T12:00:00+00:00,2024-12-31T12:00:00+00:00
254537,Will Croatia win Eurovision 2024?,2,2,high,low,NONE,GO_EVALUATE,SKIP,null,0.345,False,,,,2024-05-07T00:00:00+00:00,2024-05-08T00:00:00+00:00
514052,"Will ""Moana 2"" have a Tomatometer score of 70-74?",4,2,medium,low,NONE,GO_EVALUATE,SKIP,null,0.004,False,,,,2024-12-01T12:00:00+00:00,2024-12-02T12:00:00+00:00
518346,Will Elon tweet 325-349 times Jan 10-17?,4,8,medium,medium,NONE,GO_EVALUATE,SKIP,null,0.0405,False,,,,2025-01-16T12:00:00+00:00,2025-01-17T12:00:00+00:00
253854,"Will ""The Zone of Interest"" win the Oscar for Best Picture?",4,3,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0145,False,,,,2024-03-08T00:00:00+00:00,2024-03-09T00:00:00+00:00
514054,"Will ""Moana 2"" have a Tomatometer score of 80-84?",4,1,medium,low,NONE,GO_EVALUATE,SKIP,null,0.0005,False,,,,2024-12-01T12:00:00+00:00,2024-12-02T12:00:00+00:00
